url,predicted_specialty
https://www.cdii.ca.gov/wp-content/uploads/2025/02/CalHHS_DxF-Roadmap_Main-Document.pdf,unclassified
https://cppa.ca.gov/meetings/materials/20240522_transcript.pdf,unclassified
https://ahca.myflorida.com/fhin/content/download/20473/file/AHCA_2021_Health_IT_Environmental_Scan_February_2022.pdf,"psychiatry, infectious_diseases"
https://dbhdd.georgia.gov/sites/dbhdd.georgia.gov/files/related_files/site_page/A%20%20Community%20Transitions%20from%20State%20Hospitals%20Manual%209-19-16.pdf,psychiatry
https://medquest.hawaii.gov/content/dam/formsanddocuments/med-quest/section-1115-demonstration-renewal-for-2024/HI%20Section%201115%20Application%202.1.2024%20-%20Attachment%20I%20-%20Summary%20of%20Public%20Comments%20and%20Questions%20from%20Two%20Public%20Hearings.pdf,"oncology, cardiology, pulmonology, psychiatry, infectious_diseases"
https://hfs.illinois.gov/content/dam/soi/en/web/hfs/sitecollectiondocuments/illinoishitsmhpu2021final50.pdf,psychiatry
https://www.in.gov/health/files/Care_Coordination_Measures_Atlas.pdf,unclassified
https://finance.ky.gov/eProcurement/PassportResponse/C.10%20Utilization%20Management.pdf,"oncology, psychiatry, infectious_diseases"
https://finance.ky.gov/eProcurement/MolinaResponse/I.C.10%20Utilization%20Management.pdf,unclassified
https://finance.ky.gov/eProcurement/HumanaResponse/133_I_C_18_Provider%20Network_PROPRIETARY.pdf,"psychiatry, Obstetrics_Gynecology"
https://finance.ky.gov/eProcurement/HumanaResponse/98_I_C_10_Utilization%20Management_PROPRIETARY.pdf,unclassified
https://finance.ky.gov/eProcurement/PassportResponse/A%20Executive%20Summary.pdf,unclassified
https://finance.ky.gov/eProcurement/UnitedHealthcareResponse/080.%2021.%20Pharmacy%20Benefits.pdf,unclassified
https://finance.ky.gov/eProcurement/MolinaResponse/I.C.06%20Management%20Information%20System.pdf,unclassified
https://mhcc.maryland.gov/mhcc/pages/apc/apc/documents/apc_milbank_2024_scorecard_rpt.pdf,"psychiatry, infectious_diseases"
https://hscrc.maryland.gov/Documents/AHEAD/MD%20AHEAD%20Application%20FINAL%20PUBLIC%2003152024.pdf,unclassified
https://hscrc.maryland.gov/Documents/Modernization/Regional%20Partnership%20%20Docs/Baltimore%20Metropolitan%20Diabetes%20Regional%20Partnership%20Full%20Proposal.pdf,endocrinology
https://hscrc.maryland.gov/Documents/March%202025%20PUBLIC%20POST-MEETING%20Materials%20-%20finalv2.pdf,unclassified
https://mhcc.maryland.gov/mhcc/pages/home/meeting_schedule/documents/updates/2024/updt_20240321.pdf,surgery
https://www.michigan.gov/mdhhs/-/media/Project/Websites/mdhhs/Inside-MDHHS/Policy-and-Planning/Social-Determinants-of-Health-Strategy/CIE/CIE-TF-Final-Report-FINAL-08092023.pdf,unclassified
https://www.lbo.ms.gov/misc/strategic/FY25/328-00-plan.pdf,unclassified
https://dhcfp.nv.gov/uploadedFiles/dhcfpnvgov/content/Resources/AdminSupport/Reports/HPN_NVSFY2021_MCO_Compliance_Report_F1.pdf,psychiatry
https://www.health.ny.gov/health_care/medicaid/redesign/dsrip/docs/2020_pps_profile_rpt_final.pdf,"endocrinology, pulmonology, psychiatry"
https://www.health.ny.gov/commissioner/grand_rounds/behavioral_health/docs/chung.pdf,psychiatry
https://www.oregon.gov/oha/HPA/OHIT-HITOC/Documents/DRAFT_OregonStrategicPlanforHealthIT2024-2028.pdf,unclassified
https://www.oregon.gov/oha/HPA/HP/HCMOPageDocs/046-HCMO-1-Notice-of-Material-Change-Transaction.pdf,surgery
https://watech.wa.gov/sites/default/files/2024-07/Ethical%20Considerations%20in%20the%20use%20of%20Artificial%20Intelligence%20in%20Healthcare%2C%20and%20Washington%27s%20approach%20to%20Generative%20AI.pdf,unclassified
https://www.dhs.wisconsin.gov/wltcac/handout-20180710-03.pdf,"surgery, pulmonology, psychiatry, neurology"
https://www.mha.org/wp-content/uploads/2024/12/AI-Framework-for-Healthcare_MHA-AI-Taskforce.pdf,unclassified
https://www.medrxiv.org/content/10.1101/2023.01.21.23284858v1.full.pdf,unclassified
https://www.aha.org/system/files/media/file/2021/04/3M-HIS-Key-advantages-of-3M-MModal-CAPD-fact-sheet.pdf,unclassified
https://escholarship.org/content/qt92r82879/qt92r82879.pdf,unclassified
https://medvixpublications.org/get/1-JMCHR2025091590I%20Galley%20Proof-1747466564.pdf,unclassified
https://digitalcollections.ohsu.edu/record/44678/files/San.Shanya.2025.pdf,unclassified
https://healthpolicy.duke.edu/sites/default/files/2024-10/AI%20Governance%20in%20Health%20Systems.pdf,unclassified
https://med.stanford.edu/content/dam/sm/healthcare-ai/images/Smith_et_al-2021-Journal_of_General_Internal_Medicine.pdf,unclassified
https://wjarr.com/sites/default/files/WJARR-2024-4041.pdf,"surgery, oncology, cardiology"
https://www.nature.com/articles/s41746-025-01700-4.pdf,unclassified
https://www.cureus.com/articles/244463-ai-driven-clinical-decision-support-systems-an-ongoing-pursuit-of-potential.pdf,unclassified
https://www.cureus.com/articles/245055-embracing-artificial-intelligence-revolutionizing-nursing-documentation-for-a-better-future.pdf,unclassified
https://www.ahima.org/media/zxgl0cal/ahima-privacy-and-security-rfi-response-1.pdf,unclassified
https://www.ahima.org/media/xxvm1vdz/ahima-comments-cms-fy-26-ipps-proposed-rule-final.pdf,unclassified
https://www.ama-assn.org/system/files/future-health-case-study-hattiesburg-clinic.pdf,unclassified
https://searchlf.ama-assn.org/letter/documentDownload?uri=/unstructured/binary/letter/LETTERS/lfa.zip/2025-6-10-Letter-to-Oz-re-CMS-Deregulation-RFI-v2.pdf,unclassified
https://www.ama-assn.org/system/files/future-health-case-study-geisinger.pdf,pulmonology
https://www.ama-assn.org/sites/ama-assn.org/files/corp/media-browser/public/hod/a18-clrpd-reports.pdf,oncology
https://brand.amia.org/m/dbde97860f393e1/original/25x5-Summary-Report.pdf,unclassified
https://legacy.himss.org/sites/hde/files/media/file/2023/08/11/stanford-medicine-himss-davies-2023-clinical-deterioration-prevention-with-ai-final.pdf,unclassified
https://gkc.himss.org/sites/hde/files/media/file/2023/06/16/2.-stemi-davies-award_061423guanwangban.pdf,cardiology
https://gkc.himss.org/sites/hde/files/media/file/2024/09/25/sepsis-case-study.pdf,infectious_diseases
https://gkc.himss.org/sites/hde/files/2025-04/himss-ai-rfi-response-feb-2025-final-.pdf,unclassified
https://www.himss.org/sites/hde/files/handout-140_8.pdf,unclassified
https://gkc.himss.org/sites/hde/files/media/file/2023/08/24/himss-davies-award-copd-case-study-intermountain-health-final.pdf,pulmonology
https://www.aha.org/sites/default/files/2018-06/Leveraging%20Technology%20to%20Drive%20Population%20Health%20Webinar%20Slides_0.pdf,unclassified
https://www.aha.org/system/files/media/file/2022/03/3M_ClinicalDocumentation_exedialogue_030722.pdf,unclassified
https://www.aha.org/system/files/media/file/2023/11/2024_AHA_Health_Care_Workforce_Scan.pdf,infectious_diseases
https://www.aha.org/system/files/media/file/2023/07/TeamBasedCareWhitePaper.pdf,"psychiatry, infectious_diseases"
https://www.aha.org/system/files/media/file/2024/01/2024-Advocacy-Agenda-20240116.pdf,unclassified
https://www.ihi.org/sites/default/files/IHI_NPSF_Closing_the_Loop_Referral_Management_in_EHR.pdf,unclassified
https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210719.pdf,unclassified
https://www.cms.hhs.gov/manuals/downloads/clm104c12.pdf,"surgery, oncology, radiology, cardiology, pathology, gastroenterology, nephrology, psychiatry, neurology"
https://www.cms.hhs.gov/transmittals/downloads/R1875CP.pdf,surgery
https://files.asprtracie.hhs.gov/documents/aspr-tracie-mass-casualty-triage-final-508.pdf,"surgery, pediatrics"
https://www.cms.hhs.gov/transmittals/downloads/R2282CP.pdf,surgery
https://www.healthit.gov/sites/default/files/page/2023-02/2022_ONC_Report_to_Congress.pdf,infectious_diseases
https://www.healthit.gov/sites/default/files/pdf/privacy/privacy-and-security-guide.pdf,psychiatry
https://www.healthit.gov/sites/default/files/topiclanding/2025-01/2.%20Contingency%20Planning%20Final.pdf,unclassified
https://www.healthit.gov/sites/default/files/safer/guides/safer_system_interfaces.pdf,unclassified
https://www.healthit.gov/sites/default/files/page/2021-08/2021-07-14_PHDS_TF_2021_HITAC%20Recommendations%20Report_Signed_508_0.pdf,infectious_diseases
https://www.nichd.nih.gov/sites/default/files/inline-files/Governance_Metadata_Standards_FINAL_revb.pdf,"oncology, nephrology, pediatrics"
https://www.nist.gov/system/files/documents/2024/02/16/ID048%20-%202024-02-03%2C%20Loughborough%20University%2C%20Comments%20on%20AI%20EO%20RFI.pdf,unclassified
https://www.cms.gov/files/document/r11842cp.pdf,surgery
https://www.cms.gov/manuals/downloads/clm104C12.pdf,"surgery, oncology, radiology, cardiology, pathology, gastroenterology, nephrology, psychiatry, neurology"
https://www.cms.gov/Regulations-and-Guidance/Guidance/Transmittals/downloads/r1875cp.pdf,surgery
https://www.cms.gov/files/document/r11288cp.pdf,surgery
https://www.cms.gov/Regulations-and-Guidance/Guidance/Transmittals/downloads/R2282CP.pdf,surgery
https://doc.alabama.gov/docs/AdminRegs/AR303.pdf,unclassified
https://sjud.senate.ca.gov/system/files/2025-04/sb-813-mcnerney-sjud-analysis.pdf,unclassified
https://apcp.assembly.ca.gov/system/files/2025-04/ab-979-irwin-apcp-analyses.pdf,unclassified
https://www.dhcs.ca.gov/CalAIM/Documents/BH-CONNECT/BH-Connect-STCs.pdf,"psychiatry, infectious_diseases"
https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/hospitaldiversionpolicy2013.pdf,cardiology
https://ahca.myflorida.com/medicaid/review/Reimbursement/RH_08_080701_UB-04_ver1_3.pdf,"surgery, Obstetrics_Gynecology, pulmonology, nephrology, psychiatry, pediatrics"
https://data.capitol.hawaii.gov/sessions/session2008/Bills/HB3159_.pdf,unclassified
https://www.in.gov/medicaid/providers/files/modules/ddrs-hcbs-waivers.pdf,"psychiatry, neurology"
https://www.in.gov/fssa/thehub/files/FSSA_Privacy_Compliance.pdf,infectious_diseases
https://finance.ky.gov/eProcurement/UnitedHealthcareResponse/049.%20Att.%20C.6.a%20UnitedHealthcare%20Management%20Information%20System.pdf,unclassified
https://www.hca.nm.gov/wp-content/uploads/BH-Manual-Introduction_Redlined-Version-10.25.24.pdf,psychiatry
https://www.health.ny.gov/health_care/medicaid/redesign/hcbs/docs/2023_statewide_transition_plan.pdf,"psychiatry, neurology, infectious_diseases"
https://opwdd.ny.gov/system/files/documents/2020/01/cco-policy-manual-master_acc_1.pdf,error
https://dph.sc.gov/sites/scdph/files/2024-09/Updates_for_61-16_June_2024.pdf,surgery
https://capitol.texas.gov/tlodocs/89R/billtext/pdf/HB00149F.pdf,unclassified
https://www.house.texas.gov/pdfs/committees/reports/interim/88interim/House-Select-Committee-on-Artificial-Intelligence-Emerging-Technologies.pdf,unclassified
https://medicaid-documents.dhhs.utah.gov/Documents/pdfs/OMH%20Quality%20Strategy.pdf,"surgery, Obstetrics_Gynecology, endocrinology, pulmonology, psychiatry, pediatrics"
https://www.vita.virginia.gov/media/vitavirginiagov/it-governance/ea/pdf/Utilization-of-Artificial-Intelligence-by-COV-Policy-Standard.pdf,unclassified
https://watech.wa.gov/sites/default/files/2024-12/Final%202024%20AI%20Task%20Force%20Report%20-%20AG.pdf,unclassified
https://dhhr.wv.gov/bms/Programs/WaiverPrograms/WVSWTP/Documents/20230301_STP_update.pdf,neurology
https://www.dhs.wisconsin.gov/medicaid/2025-27-wi-medicaid-managed-care-quality-strategy.pdf,"Obstetrics_Gynecology, oncology, cardiology, endocrinology, pulmonology, psychiatry, infectious_diseases"
https://npsb.org/wp-content/uploads/2021/11/NPSB-Technology-Blueprint-1.pdf,infectious_diseases
https://rojournals.org/wp-content/uploads/2024/09/ROJPHM-P9.pdf,unclassified
https://cset.georgetown.edu/wp-content/uploads/CSET-An-Argument-for-Hybrid-AI-Incident-Reporting.pdf,unclassified
https://cset.georgetown.edu/wp-content/uploads/CSET-AI-Incidents.pdf,unclassified
https://qualitysafety.bmj.com/content/qhc/34/7/433.full.pdf,"surgery, ophthalmology"
https://s3.ca-central-1.amazonaws.com/assets.jmir.org/assets/preprints/preprint-48156-accepted.pdf,unclassified
https://saudijournals.com/media/articles/SJMPS_97_419-423.pdf,surgery
https://ijdmsrjournal.com/issue_dcp/To%20Explore%20and%20Analyze%20the%20Strategies%20to%20Improve%20Patient%20Safety%20in%20Healthcare%20Settings.pdf,unclassified
https://ahima.org/media/1fbfjp2v/ai-eo-cheat-sheet-final.pdf,unclassified
https://www.ama-assn.org/system/files/a25-refcomm-e-annotated.pdf,unclassified
https://www.himss.org/sites/hde/files/media/file/2023/05/09/digital_excellence_in_healthcare_apac_case_studies_vol_1.pdf,infectious_diseases
https://gkc.himss.org/sites/hde/files/media/file/2023/08/23/himss-davies-award-opioid-case-study-intermountain-health_v2.pdf,surgery
https://georgia.himss.org/sites/hde/files/2024-10/ga-interoperability-forum-master-slides_1.pdf,surgery
https://www.himss.org/sites/hde/files/2022-02/h22-pocket-guide.pdf,infectious_diseases
https://365.himss.org/sites/himss365/files/365/handouts/552578747/handout-278.pdf,unclassified
https://www.aha.org/system/files/media/file/2025/05/joint-cybersecurity-information-tlp-clear-ai-data-security-may-2025.pdf,unclassified
https://www.aha.org/system/files/media/file/2020/01/aha-trendwatch-hospital-and-health-system-workforce-strategic-planning2_0.pdf,unclassified
https://www.aha.org/system/files/media/file/2024/05/AHA-RFI-Response-to-CMS-on-Medicare-Advantage-Data-and-Oversight.pdf,"cardiology, infectious_diseases"
https://www.aha.org/system/files/media/file/2023/07/WorkforceWhitePaper.pdf,"psychiatry, infectious_diseases"
https://trustees.aha.org/system/files/media/file/2022/11/2023_AHA_Health_Care_Workforce_Scan.pdf,"psychiatry, infectious_diseases"
https://www.ihi.org/sites/default/files/lms/legacy/education/IHIOpenSchool/Courses/Documents/CourseraDocuments/11_TCABCommunicationandTeamworkHowtoGuideOct09.pdf,surgery
https://www.iacc.hhs.gov/meetings/iacc-meetings/2024/full-committee-meeting/january24/minutes.pdf,"psychiatry, pediatrics, neurology"
https://heal.nih.gov/files/2025-02/hsp-health-equity-life-course-executive-summary.pdf,unclassified
https://heal.nih.gov/files/2024-12/equity-across-the-life-course-nicholson.pdf,unclassified
https://www.ninr.nih.gov/sites/default/files/docs/Minutes_NACNR_9.12.2023_508c.pdf,Obstetrics_Gynecology
https://braininitiative.nih.gov/sites/default/files/documents/NIH-BRAIN-MCWG-meeting-summary-Aug-2024_0.pdf,neurology
https://irp.nih.gov/system/files/media/file/2024-05/v32i3-Catalyst-May-June-2024_FINAL.pdf,"surgery, oncology, radiology, pathology, endocrinology, pulmonology, neurology, infectious_diseases"
https://www.hca.wa.gov/assets/cie-landscape-in-wa.pdf,infectious_diseases
https://www.medrxiv.org/content/10.1101/2023.03.22.23287585v1.full.pdf,unclassified
https://academyhealth.org/sites/default/files/academyhealth_response_to_chai_on_ai_guidelines.pdf,unclassified
https://aclanthology.org/2023.clinicalnlp-1.39.pdf,unclassified
https://webfepafem-pafams.org/wp-content/uploads/2023/01/Artificial-Intelligence-in-Health-Professions-Education-Proceedings-of-a-Workshop-1.pdf,"radiology, psychiatry"
https://academyhealth.org/sites/default/files/publication/%5Bfield_date%3Acustom%3AY%5D-%5Bfield_date%3Acustom%3Am%5D/nhc_diagnostic_equity_listening_sessions_summary_report_final.pdf,cardiology
https://ceur-ws.org/Vol-3442/paper-51.pdf,nephrology
https://escholarship.org/content/qt13b8z2mq/qt13b8z2mq.pdf,unclassified
https://bjhm.brown.edu/files/2022/12/38021-misguided-artificial-intelligence-how-racial-bias-is-built-into-clinical-models.pdf,unclassified
https://tamids.tamu.edu/wp-content/uploads/2022/10/Slides-Sofia-Fantus.pdf,unclassified
https://repository.yu.edu/bitstream/20.500.12202/6887/1/Schneider%20Shira%20Algorithmic%20Bias_%20A%20New%20Age%20of%20Racism%20OA%202021April.pdf,unclassified
https://www.researchsquare.com/article/rs-151985/latest.pdf,radiology
https://premierscience.com/wp-content/uploads/2025/02/pjai-24-710.pdf,unclassified
https://cdn.agilitycms.com/applied-radiology/PDFs/Issues/AR_01-24_radmatters.pdf,radiology
https://ncvhs.hhs.gov/wp-content/uploads/2021/11/Summary-Standards-Listening-Session-August-25-2021-final-508.pdf,unclassified
https://www.healthit.gov/sites/default/files/page/2020-01/PolicyandDevelopmentAgenda.pdf,unclassified
https://www.ncbi.nlm.nih.gov/books/NBK569507/pdf/Bookshelf_NBK569507.pdf,"oncology, cardiology, pathology"
https://www.ncbi.nlm.nih.gov/books/NBK561335/pdf/Bookshelf_NBK561335.pdf,"oncology, cardiology, pulmonology, psychiatry, neurology, infectious_diseases"
https://dxf.chhs.ca.gov/wp-content/uploads/2025/05/DxFSummit_SpeakerBios.pdf,unclassified
https://www.ijsat.org/papers/2025/1/2015.pdf,unclassified
https://pdfs.semanticscholar.org/5099/d873afe528833524977482b467caba34ca93.pdf,unclassified
https://pdfs.semanticscholar.org/4f0e/83ee76f1605e4f4a79a82237b354c5142a74.pdf,unclassified
https://philpapers.org/archive/SABFHT-2.pdf,unclassified
https://pdfs.semanticscholar.org/2f5f/f45fbc8b1798aeb07c276ec117b55f5d91db.pdf,infectious_diseases
https://compbio.csail.mit.edu/preprints/preprint_pdfs/Zhang_arXiv_18.pdf,unclassified
https://openscholarship.wustl.edu/context/eng_etds/article/2109/viewcontent/1070856.pdf,cardiology
https://storage.googleapis.com/arxiv-dataset/arxiv/arxiv/pdf/1811/1811.01431v2.pdf,unclassified
https://www.nature.com/articles/s41598-025-95858-2.pdf,oncology
https://www.ijmrset.com/upload/10_Future_Proof.pdf,unclassified
https://www.atlantis-press.com/article/126011345.pdf,unclassified
https://assets.cureus.com/uploads/review_article/pdf/361032/20250428-70739-b4gb4v.pdf,infectious_diseases
https://www.aimspress.com/aimspress-data/era/2023/2/PDF/era-31-02-035.pdf,infectious_diseases
https://www.ama-assn.org/system/files/ama-digital-health-study.pdf,unclassified
https://www.ama-assn.org/system/files/digital-health-research-webinar-slides.pdf,unclassified
https://www.ama-assn.org/system/files/2019-06/a19-yps-b-grid.pdf,pulmonology
https://centralsouthernohio.himss.org/sites/hde/files/2023-12/himsscsoprivacymay10template-1.pdf,unclassified
https://www.himss.org/sites/hde/files/media/file/2023/04/05/2022-nursing-informatics-workforce-survey.pdf,unclassified
https://www.himss.org/sites/hde/files/media/file/2020/01/21/calculating.the_.value_.of_.informatics.pdf,unclassified
https://www.aha.org/system/files/media/file/2021/04/health-industry-cybersecurity-securing-telehealth-and-telemedicin-april-2021.pdf,unclassified
https://www.aha.org/system/files/media/file/2019/09/MarketInsights_DigitalTransformation.pdf,unclassified
https://405d.hhs.gov/Documents/tech-vol2-508.pdf,radiology
https://www.healthit.gov/sites/default/files/safer/guides/safer_system_configuration.pdf,unclassified
https://www.healthit.gov/sites/default/files/topiclanding/2025-01/7.%20System%20Management%20Final.pdf,unclassified
https://www.healthit.gov/sites/default/files/2019-12/ONC2020AgendaBasic_0.pdf,unclassified
https://report.nih.gov/sites/report/files/2025-02/Digital%20NIH%20Final_2025.02.pdf,unclassified
https://brics.cit.nih.gov/sites/brics/files/2024-02/11-08-2023-brics-demo-brics-wg-seminar.pdf,neurology
https://repository.niddk.nih.gov/pdf/NIDDKCR_Artificial%20Intelligence%20Fundementals%20Webinar_20250327.pdf,unclassified
https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8255.pdf,unclassified
https://www.cdc.gov/data-modernization/media/pdfs/2025/03/MI_Case_Study_final_report_cleared_508.pdf,infectious_diseases
https://www.aim-ahead.net/media/u3bmfrsa/ai-cares-dr-monaco.pdf,neurology
https://courts.ca.gov/system/files/itc/sp25-01_0.pdf,unclassified
https://portal.ct.gov/-/media/AG/Press_Releases/2023/NTIA-AI-Comment.pdf,unclassified
https://ahca.myflorida.com/content/download/20129/file/CareSource_FL_AHCA_RFI_014-21-22_MMC_Redacted.pdf,psychiatry
https://dch.georgia.gov/sites/dch.georgia.gov/files/GAMMIS_5010_Encounter_837I_Companion_Guide_v2.3.pdf,unclassified
https://vr.idaho.gov/wp-content/uploads/2025/04/Safeguarding-PII-Confidential-Customer-Information-Policy.pdf,unclassified
https://ita.idaho.gov/psg/g105.pdf,unclassified
https://www.in.gov/mph/cdo/files/State-of-Indiana-Standard-PIA-Methodology.pdf,unclassified
https://mhcc.maryland.gov/mhcc/pages/hit/hit_hie/documents/combined_chapt_18_comments.pdf,unclassified
https://dpbh.nv.gov/uploadedFiles/dpbhnvgov/content/Boards/CWCD/Meetings/2019/National%20Committee%20for%20Quality%20Assurance%20Policies.pdf,unclassified
https://www.nj.gov/labor/forms_pdfs/lsse/websecurity.pdf,unclassified
https://www.health.ny.gov/health_care/medicaid/redesign/dsrip/docs/2015-nov_cny_care_paop.pdf,unclassified
https://www.health.ny.gov/health_care/medicaid/redesign/docs/dsrip_health_home_webinar_slides.pdf,unclassified
https://www.oregon.gov/oha/PH/DISEASESCONDITIONS/COMMUNICABLEDISEASE/Documents/Informatics101-2025.pdf,unclassified
https://watech.wa.gov/sites/default/files/2023-11/WA%20EHR_Final%20Enterprise%20EHR%20Plan_vFinal%20-%20TSB%20Review.pdf,psychiatry
https://www.scitepress.org/Papers/2024/129161/129161.pdf,psychiatry
https://ceur-ws.org/Vol-3264/HEDA22_paper_3.pdf,unclassified
http://www.jatit.org/volumes/Vol102No22/9Vol102No22.pdf,unclassified
https://urfjournals.org/open-access/data-governance-frameworks-on-databricks-a-role-for-unity-catlog.pdf,unclassified
https://www.terry.uga.edu/wp-content/uploads/Bardhan-Chen-Karahanna-MISQ-2020-Multidisciplinary-Research-Roadmap-for-Chronic-Disease-Management.pdf,"cardiology, endocrinology, psychiatry"
https://ci.unt.edu/computational-humanities-information-literacy-lab/aitransparency.pdf,unclassified
https://ucop.edu/uc-health/reports-resources/uchealth-data-governance-task-force-report_2024_final_06272024.pdf,unclassified
https://openaccess.thecvf.com/content/CVPR2024W/WRD24/papers/Kandolo_Ensuring_AI_Data_Access_Control_in_RDBMS_A_Comprehensive_Review_CVPRW_2024_paper.pdf,unclassified
https://www.parexel.com/application/files/4817/4421/6909/fy25-article-delivering-ai-managed-clinical-research.pdf,unclassified
https://globusmedicaljournal.com/wp-content/uploads/2024/12/GMSET-JD24-132-9-Anoop-Srivastava.pdf,unclassified
https://www.allmultidisciplinaryjournal.com/uploads/archives/20240713162614_B-24-225.1.pdf,unclassified
http://ijits-bg.com/sites/default/files/archive/2024%28vol.16%29/No3/contents/2024-N3-06.pdf,unclassified
https://www.ahima.org/media/m5tlmokb/2023-ahima-advocacy-agenda_.pdf,infectious_diseases
https://www.ahima.org/media/p0nfxhgg/2024-advocacy-agenda_final-link.pdf,unclassified
https://www.ama-assn.org/system/files/insight-network-summit-presentations.pdf,unclassified
https://www.himss.org/sites/hde/files/media/file/2024/04/18/wp_value-of-clinical-informatics-1.pdf,unclassified
https://www.himss.org/sites/hde/files/media/file/2022/04/26/pubpolicyprinciples.pdf,unclassified
https://michigan.himss.org/sites/hde/files/media/file/2024/11/14/medecision-whitepaper-modern-healthcare-data-platform.pdf,unclassified
https://gkc.himss.org/sites/hde/files/media/file/2023/08/17/cross-border-health-data-flows-global-report_roche-himss.pdf,"oncology, infectious_diseases"
https://oregon.himss.org/sites/hde/files/media/file/2024/09/11/dhage-report_2024_v3.pdf,unclassified
https://www.aha.org/system/files/media/file/2023/09/cisa-tlp-clear-continuous-diagnostics-and-mitigation-program-report-9-2023.pdf,unclassified
https://www.aha.org/system/files/media/file/2021/01/MI_Leveraging_Data_Report.pdf,infectious_diseases
https://www.aha.org/system/files/media/file/2022/07/Strengthening-the-Health-Care-Workforce-Ssection-2-Data-and-Technology.pdf,unclassified
https://www.ihi.org/sites/default/files/2023-09/IHIBreakthroughSerieswhitepaper2003.pdf,"Obstetrics_Gynecology, pulmonology"
https://www.ruralhealth.us/getmedia/b219a0c0-6ae4-493d-a668-520fc650235f/Final-AC-RHIS-2023-Agenda-5-16-23.pdf,"Obstetrics_Gynecology, psychiatry"
https://aspe.hhs.gov/sites/default/files/documents/39bf078c2fcbb24357cc3d6dd590483d/2023-os-pcortf-portfolio-report.pdf,"Obstetrics_Gynecology, oncology, psychiatry, pediatrics, infectious_diseases"
https://www.healthit.gov/sites/default/files/2023-10/Enabling%20Patient%20Access%20to%20Health%20Data%20for%20Actionable%20Results%20-%20Speaker%20Bios.pdf,unclassified
https://www.healthit.gov/sites/default/files/page/2021-11/20211117_API%20Write-back%20Workshop%20Summary%20Report.pdf,unclassified
https://osp.od.nih.gov/wp-content/uploads/2024/10/Compiled-Public-Comments-on-RFI-on-the-NIH-Draft-Public-Access-Policy-508C.pdf,"oncology, psychiatry, neurology"
https://www.ncbi.nlm.nih.gov/books/NBK551879/pdf/Bookshelf_NBK551879.pdf,"surgery, oncology, radiology, cardiology, pathology, endocrinology, pulmonology, rheumatology, psychiatry"
https://www.ncbi.nlm.nih.gov/books/NBK544217/pdf/Bookshelf_NBK544217.pdf,"oncology, cardiology, endocrinology, pulmonology, rheumatology, psychiatry, pediatrics, neurology"
https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1270-draft.pdf,unclassified
https://www.cms.gov/medicare/quality-initiatives-patient-assessment-instruments/oasis/downloads/qandadocument0909.pdf,"surgery, oncology, cardiology, pulmonology, nephrology, neurology"
https://aitaskforce.alabama.gov/wp-content/uploads/2024/04/Microsoft-AI-Procurement-Paper_Final.pdf,unclassified
https://data.capitol.hawaii.gov/sessions/session2011/Testimony/SB803_TESTIMONY_HTH_02-07-11.pdf,"oncology, psychiatry, neurology"
https://dam.assets.ohio.gov/image/upload/med.ohio.gov/april%202022%20rules%20_%20policies%20packet.pdf,"surgery, Obstetrics_Gynecology, oncology, cardiology, endocrinology, pulmonology, nephrology, psychiatry, pediatrics, dermatology, neurology, infectious_diseases"
https://watech.wa.gov/sites/default/files/2023-11/Automated%2520Decision%2520Systems%2520Workgroup%2520Report.pdf,unclassified
https://www.statewatch.org/media/documents/news/2020/mar/ep-study-ethics-ai-issues-initiatives-3-20.pdf,"surgery, psychiatry, neurology"
https://www.nursingworld.org/globalassets/practiceandpolicy/nursing-excellence/ana-position-statements/the-ethical-use-of-artificial-intelligence-in-nursing-practice_bod-approved-12_20_22.pdf,unclassified
https://reports.weforum.org/docs/WEF_The_Future_of_AI_Enabled_Health_2025.pdf,infectious_diseases
https://www3.weforum.org/docs/WEF_Governance_of_Chatbots_in_Healthcare_2020.pdf,infectious_diseases
https://hdr.undp.org/system/files/documents/background-paper-document/2021-22hdrstankovich.pdf,infectious_diseases
https://www.bioethics.miami.edu/_assets/pdf/information-technology-and-ethics/ai-and-big-data-resources/ai-in-healthcare-and-research.pdf,unclassified
https://preserve.lehigh.edu/_flysystem/fedora/2024-03/ceb1f3554237d2bc654cffdb2efe8a41.pdf,unclassified
https://psb.stanford.edu/psb-online/proceedings/psb21/intro-trustworthy.pdf,"psychiatry, pediatrics"
https://www.iit.edu/sites/default/files/2023-05/LCoS_CSEP_CEPE%20Virtual%20Program%202023%20Final.pdf,unclassified
https://cihi.uta.edu/files/2024/09/Abstract-Packet-THIA-2024.pdf,unclassified
https://www.ipsos.com/sites/default/files/ct/news/documents/2024-09/Ipsos%20Public%20Trust%20in%20AI.pdf,unclassified
https://www.globalwellnesssummit.com/wp-content/uploads/2021/02/WEF_Governance_of_Chatbots_in_Healthcare_2020.pdf,infectious_diseases
https://epc-web-s3.s3.amazonaws.com/content/PDF/2022/CHES_PB_v2-2.pdf,infectious_diseases
https://systematicreviewsjournal.biomedcentral.com/counter/pdf/10.1186/s13643-022-02012-4.pdf,unclassified
https://www.saspublishers.com/media/articles/SJAMS_1112_2119-2130.pdf,unclassified
