Date,Focus Area,Subcategory,Jurisdiction,Context,AI Type,Source,Geographic Context,Actionability,URL
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.academia.edu/download/115529822/1563306.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.academia.edu/download/119172231/Augmented_AI_in_Health_Diagnostics_Enhancing_Medical_Decision_Making_through_Artificial_Intelligence.pdf
2025-07-05,Transparency and Explainability,Explainable AI,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.academia.edu/download/62939233/219875ad5fcbe756d84201dfc900496de0ce20200413-24057-mqj73q.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://business.cch.com/CybersecurityPrivacy/CALegalAdvisory2.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://static1.squarespace.com/static/603ab50ab81d5532a0a4a42b/t/64ee0fca5901b07239942211/1693323210917/EPRS_STU%282022%29729512_EN.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://fsi9-prod.s3.us-west-1.amazonaws.com/s3fs-public/2024-02/mello_senate_testimony-ai_healthcare.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://content.govdelivery.com/attachments/USFDA/2024/03/15/file_attachments/2815628/omp_aimedicalproducts_final_240313%20%281%29.pdf
2025-07-05,Transparency and Explainability,Explainable AI,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.cureus.com/articles/231868-use-of-artificial-intelligence-tools-for-research-by-medical-students-a-narrative-review.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://link.springer.com/content/pdf/10.1007/978-3-319-19551-3.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://link.springer.com/content/pdf/10.1007/978-3-540-88069-1.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Federal,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ahima.org/media/twjmtnq4/2024-artificial-intelligence-regulatory-resource-guide-axs.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ahima.org/media/b4fjlwbq/ahima-response-to-rep-bera-rfi_the-state-of-artificial-intelligence-in-health-care.pdf
2025-07-05,Privacy and Security,Compliance Frameworks,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.ahima.org/media/dp4jjue0/faq-ocr-anti-discrimination-final-rule-v2-final.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://nam.edu/wp-content/uploads/2021/07/4.3-AI-in-Health-Care-title-authors-summary.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://nam.edu/wp-content/uploads/2022/11/NAM-GAO-10.6-Meeting-Highlights_FINAL.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://nam.edu/wp-content/uploads/2024/04/Artificial-Intelligence-in-Health-Health-Care-and-Biomedical-Science_final_4.8.24V2.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/system/files/physician-ai-sentiment-report.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Generative Model,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/system/files/ama-ai-principles.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/system/files/2019-01/augmented-intelligence-policy-report.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.ama-assn.org/system/files/lozovatsky-insight-summit-presentation-slides.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Rural,Unclassified,https://www.ama-assn.org/system/files/i24-ipps-ed-session-ai-lightning-rounds-lozovatsky.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://brand.amia.org/m/664b5e658f3a4a87/original/4-c-Final-AMIA-Factsheet_Responsible-AI-Integration-April-2024-1.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://brand.amia.org/m/a88e9a52a3be72d/original/AMIA-Factsheet_Responsible-Use-of-AI-in-Healthcare.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://brand.amia.org/m/2c9af1ce6b30ebd2/original/DDA-Finalist-2024-Sirui_Ding.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://brand.amia.org/m/3416190c4ed987db/original/AMIA-DCI-AI-Policy-Brief.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://brand.amia.org/m/1e46ec873cb93f38/original/Resources-on-AI-Bias-Ep-30.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://brand.amia.org/m/2c9af1ce6b30ebd2/original/DDA-Finalist-2024-Sirui_Ding.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Hospitals,Unclassified,Nonprofit,Urban,Unclassified,https://www.aha.org/system/files/media/file/2019/11/Market_Insights_AI_Care_Delivery.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Actionable Governance,https://www.aha.org/system/files/media/file/2025/01/Market_Insights_AI_Report-2025.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Generative Model,Nonprofit,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2024/05/aha-response-to-representative-bera-on-artificial-intelligence-in-the-health-care-sector-letter-5-6-2024.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Hospitals,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2019/09/Market_Insights_AI_Workforce_2.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2019/05/05072019-ms-innovation.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2023/02/Health-Industry-Cybersecurity-Artificial-Intelligence-Machine-Learning-1.pdf
2025-07-05,Responsible Implementation,Post-Deployment Monitoring,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Actionable Governance,https://www.aha.org/system/files/media/file/2019/09/Market_Insights_AI_Scenarios_0.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2019/10/Market_Insights_AI-Landscape.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Hospitals,Unclassified,Nonprofit,Urban,Unclassified,https://ailab.acr.org/doc/AI-LAB%20Reference%20Architecture%20Framework.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-GenAI-Developers.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Health-Care-Systems.pdf
2025-07-05,Responsible Implementation,Post-Deployment Monitoring,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ihi.org/sites/default/files/2024-02/IHIInnovationReport_Machine-Learning-to-Improve-Safety-in-Home-for-Adults.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Regulators-Policymakers.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Clinicians.pdf
2025-07-05,Responsible Implementation,Post-Deployment Monitoring,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Actionable Governance,https://www.ihi.org/sites/default/files/IHITool_QI_Project_Charter.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.scitepress.org/Papers/2023/116796/116796.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://pdfs.semanticscholar.org/8497/a2a1b8c1ad9726c0bfbff7880408106d61ce.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.hbs.edu/ris/Publication%20Files/DeFreitas%20-%20Nature%20Human%20Behavior%20-%20Psychological%20Barriers%20to%20AI_b802852e-5cfb-4dca-8e68-d45af0b7d818.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://healthpolicy.duke.edu/sites/default/files/2020-09/Duke%20Greenwall%20White%20Paper%20September%202020.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.stat.cmu.edu/~rfogliat/files/msr_study.pdf
2025-07-05,Privacy and Security,Privacy-Preserving Techniques,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.academia.edu/download/121380475/CSEIT251112256.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.academia.edu/download/111696425/Assessment_of_Artificial_Intelligence_Credibility.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://jme.bmj.com/content/medethics/50/8/544.full.pdf
2025-07-05,Transparency and Explainability,Explainable AI,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.nature.com/articles/s41467-024-50952-3.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.thevislab.com/lab/lib/exe/fetch.php?media=medai:artificial_intelligence_and_human_trust.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://bmcmedethics.biomedcentral.com/counter/pdf/10.1186/s12910-022-00842-4.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://aakritikumar.com/trust_paper.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2019-01/joe-1902_0.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Actionable Governance,https://www.ama-assn.org/system/files/i23-clrpd-reports.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/system/files/2019-08/ai-2019-board-report.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://journalofethics.ama-assn.org/sites/joedb/files/2023-07/joe-2308_0.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Unclassified,Rural,Unclassified,https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2023-07/msoc2-peer-2308_0.pdf
2025-07-05,Responsible Implementation,Post-Deployment Monitoring,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ihi.org/sites/default/files/2024-02/IHIInnovationReport_Machine-Learning-to-Improve-Safety-in-Home-for-Adults.pdf
2025-07-05,Transparency and Explainability,Algorithmic Transparency,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://ahca.myflorida.com/content/download/22410/file/FL_2021-2022_EQR-TR_Report.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Hospitals,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.mha.org/wp-content/uploads/2024/12/AI-Framework-for-Healthcare_MHA-AI-Taskforce.pdf
2025-07-05,Transparency and Explainability,User-Focused Explanation,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.medrxiv.org/content/10.1101/2023.01.21.23284858v1.full.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.fsmb.org/siteassets/advocacy/policies/incorporation-of-ai-into-practice.pdf
2025-07-05,Transparency and Explainability,User-Focused Explanation,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://semantic-systems.org/wp-content/uploads/2024/11/Kollmann.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://escholarship.org/content/qt92r82879/qt92r82879.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://scholar.archive.org/work/xeup5i4hmbhv3m2yr5arm3kazm/access/wayback/https://informatics.bmj.com/content/bmjhci/30/1/e100920.full.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://hai.stanford.edu/assets/files/2024-02/Facilitating-Responsible-Governance-Healthcare-AI.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://digitalcollections.ohsu.edu/record/44678/files/San.Shanya.2025.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://healthpolicy.duke.edu/sites/default/files/2024-10/AI%20Governance%20in%20Health%20Systems.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://med.stanford.edu/content/dam/sm/healthcare-ai/images/Smith_et_al-2021-Journal_of_General_Internal_Medicine.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://healthpolicy.duke.edu/sites/default/files/2020-09/Duke%20Greenwall%20White%20Paper%20September%202020.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.stat.cmu.edu/~rfogliat/files/msr_study.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Hospitals,Unclassified,Nonprofit,Rural,Unclassified,https://www.academia.edu/download/107126867/sm23090210.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.academia.edu/download/115554758/IJESR2June2024_22365.pdf
2025-07-05,Privacy and Security,Privacy-Preserving Techniques,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.academia.edu/download/121380475/CSEIT251112256.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://fsi9-prod.s3.us-west-1.amazonaws.com/s3fs-public/2024-02/mello_senate_testimony-ai_healthcare.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://static1.squarespace.com/static/603ab50ab81d5532a0a4a42b/t/64ee0fca5901b07239942211/1693323210917/EPRS_STU%282022%29729512_EN.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.nature.com/articles/s41746-025-01700-4.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ahima.org/media/b4fjlwbq/ahima-response-to-rep-bera-rfi_the-state-of-artificial-intelligence-in-health-care.pdf
2025-07-05,Privacy and Security,Data Protection,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.ahima.org/media/zxgl0cal/ahima-privacy-and-security-rfi-response-1.pdf
2025-07-05,Privacy and Security,Compliance Frameworks,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.ahima.org/media/xxvm1vdz/ahima-comments-cms-fy-26-ipps-proposed-rule-final.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://nam.edu/wp-content/uploads/2022/11/NAM-GAO-10.6-Meeting-Highlights_FINAL.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://nam.edu/wp-content/uploads/2024/03/Artificial-Intelligence-in-Health-Health-Care-and-Biomedical-Science_final_4.8.24.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://nam.edu/wp-content/uploads/2023/06/AICC-steerting-committee-headshotsbios-2.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Generative Model,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/system/files/ama-ai-principles.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/system/files/2019-08/ai-2019-board-report.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2019-01/joe-1902_0.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/sites/ama-assn.org/files/corp/media-browser/public/hod/a18-clrpd-reports.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://brand.amia.org/m/2c9af1ce6b30ebd2/original/DDA-Finalist-2024-Sirui_Ding.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2023/02/Health-Industry-Cybersecurity-Artificial-Intelligence-Machine-Learning-1.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Hospitals,Unclassified,Nonprofit,Urban,Unclassified,https://www.aha.org/system/files/media/file/2019/11/Market_Insights_AI_Care_Delivery.pdf
2025-07-05,Privacy and Security,Compliance Frameworks,Unclassified,Emergency Settings,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2024/01/2024-Advocacy-Agenda-20240116.pdf
2025-07-05,Responsible Implementation,Post-Deployment Monitoring,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ihi.org/sites/default/files/2024-02/IHIInnovationReport_Machine-Learning-to-Improve-Safety-in-Home-for-Adults.pdf
2025-07-05,Privacy and Security,Compliance Frameworks,Unclassified,Hospitals,Unclassified,Unclassified,Unclassified,Unclassified,https://www.ihi.org/sites/default/files/IHI_NPSF_Closing_the_Loop_Referral_Management_in_EHR.pdf
2025-07-05,Transparency and Explainability,Algorithmic Transparency,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://ahca.myflorida.com/content/download/22410/file/FL_2021-2022_EQR-TR_Report.pdf
2025-07-05,Responsible Implementation,Post-Deployment Monitoring,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://ahca.myflorida.com/content/download/7238/file/Ambulatory_Surgical_Center_ST_M.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.oecd.org/content/dam/oecd/en/publications/reports/2025/02/towards-a-common-reporting-framework-for-ai-incidents_8c488fdb/f326d4ac-en.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Generative Model,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/system/files/ama-ai-principles.pdf
2025-07-05,Reliability and Monitoring,Incident Management,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.longtermresilience.org/wp-content/uploads/2024/06/AI-incident-reporting_-Addressing-a-gap-in-the-UKs-regulation-of-AI-1.pdf
2025-07-05,Privacy and Security,Compliance Frameworks,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Actionable Governance,https://www.gha.org/Portals/0/Documents/Initiatives/QualityPatientCare/osha%20Workplace%20Violence%20Guidelines.pdf
2025-07-05,Responsible Implementation,Post-Deployment Monitoring,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://cset.georgetown.edu/wp-content/uploads/CSET-An-Argument-for-Hybrid-AI-Incident-Reporting.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://ai.universityofcalifornia.edu/_files/documents/riskmanagementgenerativeai.pdf
2025-07-05,Responsible Implementation,Post-Deployment Monitoring,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://cset.georgetown.edu/wp-content/uploads/CSET-AI-Incidents.pdf
2025-07-05,Privacy and Security,Cybersecurity Measures,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://security.ucop.edu/files/documents/2024-annual-report.pdf
2025-07-05,Privacy and Security,Cybersecurity Measures,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://community.mis.temple.edu/mis5206sec701fall2024/files/2024/08/NIST.CSWP_.29-CybersecurityFramework-2.0.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.scu.edu/media/ethics-center/venture-ethics/TAI-assessment-report.pdf
2025-07-05,Responsible Implementation,Post-Deployment Monitoring,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://cset.georgetown.edu/wp-content/uploads/CSET-An-Argument-for-Hybrid-AI-Incident-Reporting.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Predictive Model,Nonprofit,Unclassified,Unclassified,https://www.academia.edu/download/118976221/2137_3970_1_PB.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://static1.squarespace.com/static/603ab50ab81d5532a0a4a42b/t/64ee0fca5901b07239942211/1693323210917/EPRS_STU%282022%29729512_EN.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://insideaipolicy.com/sites/insideaipolicy.com/files/documents/2023/aug/ai08042023_1.pdf
2025-07-05,Transparency and Explainability,Algorithmic Transparency,Federal,Unclassified,Unclassified,Unclassified,Unclassified,Actionable Governance,https://irp.cdn-website.com/7bc682fd/files/uploaded/reporting_instructions_rev%5B1%5D.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://link.springer.com/content/pdf/10.1007/978-3-031-82810-2.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Government,Unclassified,Unclassified,https://ahima.org/media/1fbfjp2v/ai-eo-cheat-sheet-final.pdf
2025-07-05,Privacy and Security,Compliance Frameworks,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.ahima.org/media/xxvm1vdz/ahima-comments-cms-fy-26-ipps-proposed-rule-final.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Generative Model,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/system/files/ama-ai-principles.pdf
2025-07-05,Privacy and Security,Compliance Frameworks,Federal,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.ama-assn.org/system/files/a25-handbook-refcomm-e.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2019-01/joe-1902_0.pdf
2025-07-05,Privacy and Security,Compliance Frameworks,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.ama-assn.org/system/files/a25-handbook-refcomm-g.pdf
2025-07-05,Responsible Implementation,Governance Structures,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.ama-assn.org/system/files/i23-ref-committee-reports.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://brand.amia.org/m/2c9af1ce6b30ebd2/original/DDA-Finalist-2024-Sirui_Ding.pdf
2025-07-05,Privacy and Security,Compliance Frameworks,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://iowa.himss.org/sites/hde/files/2024-12/iowa-himss-ransomware-ai-s2-1124a.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2023/07/hc3-tlp-clear-threat-briefing-ai-cybersecurity-and-the-health-sector-7-13-2023.pdf
2025-07-05,Privacy and Security,Data Protection,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2025/05/joint-cybersecurity-information-tlp-clear-ai-data-security-may-2025.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Actionable Governance,https://www.aha.org/system/files/media/file/2025/01/Market_Insights_AI_Report-2025.pdf
2025-07-05,Responsible Implementation,Ethical Deployment,Unclassified,Unclassified,Unclassified,Nonprofit,Unclassified,Unclassified,https://www.aha.org/system/files/media/file/2023/02/Health-Industry-Cybersecurity-Artificial-Intelligence-Machine-Learning-1.pdf
